timestamp,model_type,model_path,AP_IoU_50_95,AP_IoU_50,AP_IoU_75,AP_small,AP_medium,AP_large,AR_max_1,AR_max_10,AR_max_100,AR_small,AR_medium,AR_large
2025-09-03 11:44:21,faster_rcnn,trained_model.pth,0.05003656965476941,0.07036521376683431,0.05425453275086931,0.039273927392739265,0.014152259381782332,0.05011532446131721,0.05091234457761859,0.058415501560894166,0.05841633773722703,0.03888888888888888,0.021459003882833012,0.05849396558284257
